Lake Side,Date,Species,File Names,Magnification,lengthPixels,bodyLength,widthPixels,width,Eggs,comments
East,5/25/11,Chaoborus,Ch (1)D(1) - 1x,1,331.763,6.769291981,40.497,0.826300755,,
East,5/25/11,Chaoborus,Ch (2) - 1x A,1,432.562,8.825994695,33.541,0.684370537,,
East,5/25/11,Chaoborus,Ch (2) - 1x A,1,288.983,5.896408896,39.051,0.796796572,,
East,5/25/11,Chaoborus,Ch (2) 1x B,1,351.521,7.172434197,36.056,0.735686595,,
East,5/25/11,Chaoborus,Ch (2) 1x B,1,347.796,7.0964293,40.792,0.832319935,,
East,5/25/11,Chaoborus,Ch (2) - 1x C,1,422.406,8.618771679,46,0.938583962,,
East,5/25/11,Chaoborus,Ch (2) - 1x C,1,527.458,10.7622526,83.952,1.712956539,,
East,5/25/11,Chaoborus,Ch (2) H (1) - 1x A,1,413.339,8.433768619,68,1.387471945,,
East,5/25/11,Chaoborus,Ch (2) H (1) - 1x A,1,414.567,8.45882473,55.362,1.129606203,,
East,5/25/11,Chaoborus,Ch (2) H (1) - 1x B,1,267.493,5.457926954,31.575,0.644256274,,
East,5/25/11,Chaoborus,Ch (2) H (1) - 1x B,1,363.749,7.421934299,49.518,1.010365232,,
East,5/25/11,Chaoborus,Ch (2) H (1) - 1x C,1,414.762,8.462803509,61.008,1.244807182,,
East,5/25/11,Chaoborus,Ch (2) H (1) - 1x C,1,398.765,8.136400735,43.909,0.8959192,,
East,5/25/11,Chaoborus,Ch (3) - 1x A,1,357.57,7.295857988,27.019,0.551295654,,
East,5/25/11,Chaoborus,Ch (3) - 1x A,1,288.994,5.89663334,36.346,0.741603754,,
East,5/25/11,Chaoborus,Ch (3) - 1x A,1,331.8,6.770046929,41,0.836563967
East,5/25/11,Chaoborus,Ch (4) - 1x,1,445.312,9.086145685,39.051,0.796796572
East,5/25/11,Chaoborus,Ch (4) - 1x,1,409.616,8.35780453,57,1.163027953
East,5/25/11,Chaoborus,Ch (4) - 1x,1,218.27,4.453580902,29.017,0.592062844
East,5/25/11,Chaoborus,Ch (4) - 1x,1,351.982,7.181840441,32.388,0.660844726
East,5/25/11,Chaoborus,Ch (3) - 1x B,1,302.308,6.168292185,37.336,0.761803714
East,5/25/11,Chaoborus,Ch (3) - 1x B,1,401.082,8.183676801,42.19,0.860844726
East,5/25/11,Chaoborus,Ch (3) - 1x B,1,344.942,7.038196286,54.562,1.113283003
East,5/25/11,Chaoborus,Ch (1) H(1) - 1.25x ,1.25,437.175,7.282244765,36,0.599670181
East,5/25/11,Chaoborus,Ch (1) H(2) - 1.25x A,1.25,459.576,7.655389536,56.009,0.9329702
East,5/25/11,Chaoborus,Ch (1) H(1) - 1.25x B,1.25,328.078,5.464960938,40.608,0.676427965
East,6/1/11,Chaoborus,Ch (2) - 1x A,1,1718.968,11.01902564,194.815,1.248814103
East,6/1/11,Chaoborus,Ch (2) - 1x A,1,1476.536,9.464974359,184.981,1.185775641
East,6/1/11,Chaoborus,Ch (3) - 1x A,1,1209.999,7.756403846,227.229,1.456596154
East,6/1/11,Chaoborus,Ch (3) - 1x A,1,1150.738,7.376525641,186.893,1.198032051
East,6/1/11,Chaoborus,Ch (3) - 1x A,1,1020.983,6.544762821,202.339,1.297044872
East,6/1/11,Chaoborus,Ch (3) - 1x B,1,1931.286,12.38003846,168.428,1.079666667
East,6/1/11,Chaoborus,Ch (3) - 1x B,1,1561.254,10.00803846,186.218,1.193705128
East,6/1/11,Chaoborus,Ch (3) - 1x B,1,1765.244,11.31566667,258.853,1.659314103
East,6/1/11,Chaoborus,Ch (3) - 1x C,1,1083.824,6.947589744,157.407,1.009019231
East,6/1/11,Chaoborus,Ch (3) - 1x C,1,1567.116,10.04561538,260.102,1.667320513
East,6/1/11,Chaoborus,Ch (3) - 1x C,1,1294.607,8.298762821,201.201,1.28975
East,6/1/11,Chaoborus,Ch (3) - 1x D,1,1176.132,7.539307692,217.681,1.395391026
East,6/1/11,Chaoborus,Ch (3) - 1x D,1,1333.087,8.545429487,204.353,1.309955128
East,6/1/11,Chaoborus,Ch (3) - 1x D,1,1528.799,9.79999359,202.428,1.297615385
East,6/1/11,Chaoborus,Ch (3) - 1x E,1,1683.878,10.79408974,198.816,1.274461538
East,6/1/11,Chaoborus,Ch (3) - 1x E,1,1633.169,10.46903205,198,1.269230769
East,6/1/11,Chaoborus,Ch (3) - 1x E,1,1185.708,7.600692308,198.363,1.271557692
East,6/1/11,Chaoborus,Ch (2) - 1x B,1,1373.148,8.802230769,183.883,1.178737179
East,6/1/11,Chaoborus,Ch (2) - 1x B,1,1372.925,8.800801282,191.859,1.229865385
East,6/1/11,Chaoborus,Ch (3) - 1x F,1,1140.64,7.311794872,194.654,1.247782051
East,6/1/11,Chaoborus,Ch (3) - 1x F,1,1186.709,7.607108974,158.433,1.015596154
East,6/1/11,Chaoborus,Ch (3) - 1x F,1,1055.032,6.763025641,195.369,1.252365385
East,6/1/11,Chaoborus,Ch (3) - 1x G,1,865.725,5.549519231,156.719,1.004608974
East,6/1/11,Chaoborus,Ch (3) - 1x G,1,1359.213,8.712903846,202.805,1.300032051
East,6/1/11,Chaoborus,Ch (3) - 1x G,1,1772.097,11.35959615,175.647,1.125942308
East,6/8/11,Chaoborus,Ch (1) - 1x,1,1749.163,11.21258333,177.229,1.136083333
East,6/8/11,Chaoborus,Ch (3) - 1x A,1,1583.799,10.15255769,160.016,1.02574359
East,6/8/11,Chaoborus,Ch (3) - 1x A,1,1245.678,7.985115385,259.201,1.661544872
East,6/8/11,Chaoborus,Ch (3) - 1x A,1,1204.494,7.721115385,186.869,1.197878205
East,6/8/11,Chaoborus,Ch (3) - 1x B,1,1292.87,8.287628205,195.576,1.253692308
East,6/8/11,Chaoborus,Ch (3) - 1x B,1,1703.146,10.91760256,206.129,1.321339744
East,6/8/11,Chaoborus,Ch (3) - 1x B,1,1190.352,7.630461538,211.026,1.352730769
East,6/8/11,Chaoborus,Ch (3) - 1x C,1,1422.146,9.116320513,220.168,1.411333333
East,6/8/11,Chaoborus,Ch (3) - 1x C,1,1769.063,11.34014744,172.676,1.106897436
East,6/8/11,Chaoborus,Ch (3) - 1x C,1,1294.57,8.298525641,147.092,0.942897436
East,6/8/11,Chaoborus,Ch (3) - 1x D,1,1235.131,7.91750641,193.145,1.238108974
East,6/8/11,Chaoborus,Ch (3) - 1x D,1,1138.487,7.29799359,178.62,1.145
East,6/8/11,Chaoborus,Ch (3) - 1x D,1,1549.71,9.934038462,146.54,0.939358974
East,6/8/11,Chaoborus,Ch (3) - 1x E,1,1418.372,9.092128205,204.353,1.309955128
East,6/8/11,Chaoborus,Ch (3) - 1x E,1,1629.295,10.44419872,205.407,1.316711538
East,6/8/11,Chaoborus,Ch (3) - 1x E,1,1645.316,10.54689744,180,1.153846154
East,6/8/11,Chaoborus,Ch (3) - 1x F,1,1654.802,10.60770513,192.842,1.236166667
East,6/8/11,Chaoborus,Ch (3) - 1x F,1,1697.061,10.87859615,159.48,1.022307692
East,6/8/11,Chaoborus,Ch (3) - 1x F,1,1498.529,9.605955128,168.107,1.077608974
East,6/8/11,Chaoborus,Ch (3) - 1x G,1,1649.895,10.57625,171.814,1.101371795
East,6/8/11,Chaoborus,Ch (3) - 1x G,1,1251.304,8.021179487,191.719,1.228967949
East,6/8/11,Chaoborus,Ch (3) - 1x G,1,1471.193,9.430724359,144.25,0.924679487
East,6/8/11,Chaoborus,Ch (3) - 1x H,1,1659.189,10.63582692,195,1.25
East,6/8/11,Chaoborus,Ch (3) - 1x H,1,1639.216,10.50779487,201.022,1.288602564
East,6/8/11,Chaoborus,Ch (3) - 1x H,1,1558.331,9.989301282,174.155,1.116378205
East,6/15/11,Chaoborus,Ch (3) - 1x A,1,1476.817,9.466775641,160.465,1.028621795
East,6/15/11,Chaoborus,Ch (3) - 1x A,1,1702.953,10.91636538,204.551,1.311224359
East,6/15/11,Chaoborus,Ch (3) - 1x A,1,1071.204,6.866692308,182.014,1.16675641
East,6/15/11,Chaoborus,Ch (3) - 1x B,1,1624.625,10.41426282,175.263,1.123480769
East,6/15/11,Chaoborus,Ch (3) - 1x B,1,1721.818,11.03729487,186.604,1.196179487
East,6/15/11,Chaoborus,Ch (3) - 1x B,1,808.581,5.183211538,51.614,0.330858974
East,6/15/11,Chaoborus,Ch (3) - 1x C,1,1646.876,10.55689744,177.229,1.136083333
East,6/15/11,Chaoborus,Ch (3) - 1x C,1,719.044,4.60925641,43.267,0.277352564
East,6/15/11,Chaoborus,Ch (3) - 1x C,1,2005.28,12.85435897,249.56,1.59974359
East,6/15/11,Chaoborus,Ch (3) - 1x D,1,631.216,4.04625641,71.309,0.457108974
East,6/15/11,Chaoborus,Ch (3) - 1x D,1,1268.724,8.132846154,182.409,1.169288462
East,6/15/11,Chaoborus,Ch (3) - 1x D,1,1311.104,8.404512821,204.002,1.307705128
East,6/15/11,Chaoborus,Ch (4) - 1x A,1,746.741,4.786801282,64.133,0.411108974
East,6/15/11,Chaoborus,Ch (4) - 1x A,1,1785.494,11.44547436,174.929,1.121339744
East,6/15/11,Chaoborus,Ch (4) - 1x A,1,662.804,4.24874359,201.358,1.29075641
East,6/15/11,Chaoborus,Ch (4) - 1x A,1,764.245,4.89900641,51,0.326923077
East,6/15/11,Chaoborus,Ch (4) - 1x B,1,1534.863,9.838865385,205.516,1.317410256
East,6/15/11,Chaoborus,Ch (4) - 1x B,1,1428.908,9.159666667,208.062,1.333730769
East,6/15/11,Chaoborus,Ch (4) - 1x B,1,695.726,4.459782051,49.204,0.315410256
East,6/15/11,Chaoborus,Ch (4) - 1x B,1,896.036,5.743820513,65.795,0.421762821
East,6/15/11,Chaoborus,Ch (5) - 1x,1,761.357,4.88049359,75,0.480769231
East,6/15/11,Chaoborus,Ch (5) - 1x,1,938.169,6.013903846,57.315,0.367403846
East,6/15/11,Chaoborus,Ch (5) - 1x,1,752.421,4.823211538,52.393,0.335852564
East,6/15/11,Chaoborus,Ch (5) - 1x,1,1606.357,10.29716026,176.822,1.133474359
East,6/15/11,Chaoborus,Ch (5) - 1x,1,1895.302,12.14937179,172.363,1.104891026
East,6/22/11,Chaoborus,Ch (4) - 1x A,1,1817.666,11.65170513,167.275,1.072275641
East,6/22/11,Chaoborus,Ch (4) - 1x A,1,677.257,4.341391026,44.294,0.283935897
East,6/22/11,Chaoborus,Ch (4) - 1x A,1,1745.651,11.19007051,192.211,1.232121795
East,6/22/11,Chaoborus,Ch (4) - 1x A,1,723.674,4.638935897,46.573,0.298544872
East,6/22/11,Chaoborus,Ch (4) - 1x B,1,1839.834,11.79380769,185.224,1.187333333
East,6/22/11,Chaoborus,Ch (4) - 1x B,1,1775.746,11.38298718,189.024,1.211692308
East,6/22/11,Chaoborus,Ch (4) - 1x B,1,1732.128,11.10338462,189.095,1.212147436
East,6/22/11,Chaoborus,Ch (4) - 1x B,1,758.006,4.859012821,41.785,0.267852564
East,6/22/11,Chaoborus,Ch (4) - 1x C,1,1800.556,11.54202564,201,1.288461538
East,6/22/11,Chaoborus,Ch (4) - 1x C,1,1740.604,11.15771795,195.208,1.251333333
East,6/22/11,Chaoborus,Ch (4) - 1x C,1,1746.314,11.19432051,204,1.307692308
East,6/22/11,Chaoborus,Ch (4) - 1x C,1,1493.353,9.572775641,146.54,0.939358974
East,6/22/11,Chaoborus,Ch (4) - 1x D,1,1571.463,10.07348077,189,1.211538462
East,6/22/11,Chaoborus,Ch (4) - 1x D,1,1684.597,10.79869872,209.614,1.343679487
East,6/22/11,Chaoborus,Ch (4) - 1x D,1,1571.623,10.07450641,189.594,1.215346154
East,6/22/11,Chaoborus,Ch (4) - 1x D,1,1905.746,12.21632051,199.449,1.278519231
East,6/22/11,Chaoborus,Ch (5) - 1x A,1,2028.238,13.00152564,213.19,1.366602564
East,6/22/11,Chaoborus,Ch (5) - 1x A,1,1029.81,6.601346154,98.27,0.629935897
East,6/22/11,Chaoborus,Ch (5) - 1x A,1,1155.877,7.409467949,114,0.730769231
East,6/22/11,Chaoborus,Ch (5) - 1x A,1,813.43,5.214294872,66.068,0.423512821
East,6/22/11,Chaoborus,Ch (5) - 1x A,1,779.609,4.99749359,57,0.365384615
East,6/22/11,Chaoborus,Ch (5) - 1x B,1,1444.27,9.258141026,185.443,1.188737179
East,6/22/11,Chaoborus,Ch (5) - 1x B,1,1743.13,11.17391026,201.246,1.290038462
East,6/22/11,Chaoborus,Ch (5) - 1x B,1,1622.497,10.40062179,182.014,1.16675641
East,6/22/11,Chaoborus,Ch (5) - 1x B,1,851.513,5.458416667,67.683,0.433865385
East,6/22/11,Chaoborus,Ch (5) - 1x B,1,1617.967,10.37158333,198.363,1.271557692
East,6/29/11,Chaoborus,Ch (1) 1x - B,1,2321.301,14.88013462,199.243,1.277198718
East,6/29/11,Chaoborus,Ch (1) 1x - H,1,2180.777,13.97933974,201.693,1.292903846
East,6/29/11,Chaoborus,Ch (1) 1x - I,1,2287.725,14.66490385,203.027,1.301455128
East,6/29/11,Chaoborus,Ch (2) 1x - A,1,918.402,5.887192308,77.297,0.49549359
East,6/29/11,Chaoborus,Ch (2) 1x - A,1,1951.979,12.5126859,275.105,1.76349359
East,6/29/11,Chaoborus,Ch (2) 1x - C,1,1995.644,12.79258974,217.495,1.394198718
East,6/29/11,Chaoborus,Ch (2) 1x - C,1,1978.048,12.67979487,223.394,1.432012821
East,6/29/11,Chaoborus,Ch (2) 1x - E,1,2007.57,12.86903846,192.094,1.231371795
