Project ID,Isotope ID,Date time,Lake ID,Site,Depth class,Depth (m),Volume Filtered (mL),sample type,comments
20,P-0875,7/29/13 12:30,BA,dark 12,Hypo,4,200,Filter ,
20,P-0876,7/29/13 12:30,BA,dark 18,Epi,0.5,200,Filter ,
20,P-0877,7/29/13 12:30,BA,dark 18,Hypo,4,200,Filter ,
18,P-0878,7/29/13 14:00,BO,Deep Hole,PML,0-0.5,60,Filter ,
18,P-0879,7/29/13 14:00,BO,Deep Hole,Hypo,3,40,Filter ,
19,P-0880,7/30/13 9:30,BH,Deep Hole,PML,0-5,140,Filter ,
19,P-0881,7/30/13 10:45,HE,Deep Hole,PML,0-0.5,200,Filter ,
19,P-0882,7/30/13 11:45,MC,Deep Hole,PML,0-2,140,Filter ,
16,P-0883,7/30/13 13:30,TU,Deep Hole,PML,0-0.5,140,Filter ,
16,P-0884,7/30/13 13:30,TU,Deep Hole,Hypo,4.5,140,Filter ,
19,P-0885,7/30/13 15:45,TF,Deep Hole,PML,0-3.5,140,Filter ,
16,P-0886,7/26/13 11:30,HB,Deep Hole,PML,0-0.5,-,Particulate,
16,P-0887,7/26/13 11:30,HB,Deep Hole,Hypo,3.5,-,Particulate,
16,P-0888,7/24/13 11:15,RB,Deep Hole,PML,0-2,-,Particulate,
16,P-0889,7/24/13 11:15,RB,Deep Hole,Hypo,4,-,Particulate,
3,P-0890,7/25/13 10:40,WL,Deep Hole,PML,0-2,-,Particulate,
3,P-0891,7/25/13 10:40,WL,Deep Hole,Hypo,4,-,Particulate,
3,P-0892,7/25/13 12:40,EL,Deep Hole,PML,0-1,-,Particulate,
3,P-0893,7/25/13 12:40,EL,Deep Hole,Hypo,4,-,Particulate,
20,P-0894,7/31/13 9:00,BA,light control,Epi,0.5,200,Filter ,
20,P-0895,7/31/13 9:00,BA,light 3,Epi,0.5,200,Filter ,
20,P-0896,7/31/13 9:00,BA,light 6,Epi,0.5,200,Filter ,
20,P-0897,7/31/13 9:00,BA,light 12,Epi,0.5,190,Filter ,
20,P-0898,7/31/13 9:00,BA,light 18,Epi,0.5,200,Filter ,
3,P-0899,7/31/13 8:40,WL,Deep hole,PML,0-1,200,Filter ,
3,P-0900,7/31/13 8:40,WL,Deep hole,Hypo,8,140,Filter ,
3,P-0901,7/31/13 9:25,EL,Deep hole,PML,0-1,180,Filter ,
3,P-0902,7/31/13 9:25,EL,Deep hole,Hypo,8,180,Filter ,
3,P-0903,7/31/13 10:05,EL,Inlet 1,Surface,0,200,Filter ,
3,P-0904,7/31/13 9:25,EL,Outlet,Surface,0,120,Filter ,
16,P-0905,7/31/13 11:00,CB,Deep hole,PML,0-0.5,140,Filter ,
16,P-0906,7/31/13 11:00,CB,Deep hole,Hypo,4,140,Filter ,
16,P-0907,8/1/13 11:00,RS,Deep Hole,PML,0-0.5,140,Filter ,
16,P-0908,8/1/13 11:00,RS,Deep Hole,Hypo,3.5,140,Filter ,
15,P-0909,8/1/13 9:40,MO,Deep Hole,PML,0-0.5,140,Filter ,
15,P-0910,8/1/13 9:40,MO,Deep Hole,Hypo,4,80,Filter ,
15,P-0911,8/1/13 9:40,MO,Inlet 1,Surface,0,140,Filter ,
15,P-0912,8/1/13 9:40,MO,Inlet 2,Surface,0,120,Filter ,
15,P-0913,8/1/13 9:40,MO,Inlet 3,Surface,0,140,Filter ,
15,P-0914,8/1/13 9:40,MO,Outlet,Surface,0,100,Filter ,
17,P-0915,8/1/13 14:30,CB,Deep Hole,PML,0-1,180,Filter ,
17,P-0916,8/1/13 15:30,NG,Deep Hole,PML,0-0.5,200,Filter ,
16,P-0917,8/2/13 11:30,DW,Deep Hole,PML,0-1,200,Filter ,
16,P-0918,8/2/13 11:30,DW,Deep Hole,Hypo,4.5,200,Filter ,
17,P-0919,8/3/13 11:00,BA,Deep Hole,PML,0-3,200,Filter ,
15,P-0920,8/2/13 14:00,HB,Deep Hole,PML,0-0.5,80,Filter ,
15,P-0921,8/2/13 14:00,HB,Deep Hole,Hypo,4,120,Filter ,
15,P-0922,8/2/13 14:00,HB,outlet,Surface,0,100,Filter ,
15,P-0923,8/2/13 15:15,CR,Deep Hole,PML,0-2.5,140,Filter ,
15,P-0924,8/2/13 15:15,CR,Deep Hole,Hypo,8,140,Filter ,
15,P-0925,8/2/13 15:15,CR,outlet,Surface,0,140,Filter ,
17,P-0926,8/3/13 10:00,WA,Deep Hole,PML,0-1,140,Filter ,
17,P-0927,8/5/13 12:00,BR,Deep Hole,PML,0-2,120,Filter ,
17,P-0928,8/5/13 15:00,TU,Deep Hole,PML,0-1.5,140,Filter ,
17,P-0929,8/5/13 15:30,PA,Deep Hole,PML,0-3,140,Filter ,
17,P-0930,8/5/13 16:00,PE,Deep Hole,PML,0-2,250,Filter ,
3,P-0931,8/6/13 13:30,WL,Deep Hole,PML,0-2,200,Filter ,
3,P-0932,8/6/13 13:30,WL,Deep Hole,Hypo,8,140,Filter ,
3,P-0933,8/6/13 15:00,EL,Deep Hole,PML,0-1.5,140,Filter ,
3,P-0934,8/6/13 15:00,EL,Deep Hole,Hypo,8,140,Filter ,
3,P-0935,8/6/13 15:00,EL,Inlet 1,Surface,0,280,Filter ,
3,P-0936,8/6/13 15:00,EL,outlet,Surface,0,90,Filter ,
18,P-0937,8/6/13,BO,Deep Hole,PML,0-0.5,60,Filter ,no time recorded
18,P-0938,8/6/13,BO,Deep Hole,Hypo,3,50,Filter ,no time recorded
16,P-0939,8/12/13 10:45,HB,Deep Hole,PML,0-0.5,100,Filter ,
16,P-0940,8/12/13 10:45,HB,Deep Hole,Hypo,3.5,100,Filter ,
16,P-0941,8/12/13 12:45,BA,Deep Hole,PML,0-2.5,200,Filter ,
16,P-0942,8/12/13 12:45,BA,Deep Hole,Hypo,3.5,200,Filter ,
16,P-0943,8/12/13 15:25,RB,Deep Hole,PML,0-2,180,Filter ,
16,P-0944,8/12/13 15:25,RB,Deep hole,Hypo,3.5,65,Filter ,
15,P-0945,8/13/13 11:15,MO,Deep hole,PML,0-1,140,Filter ,
15,P-0946,8/13/13 11:15,MO,Deep hole,Hypo,5,80,Filter ,
15,P-0947,8/13/13 11:15,MO,Inlet 1,Surface,0,140,Filter ,
15,P-0948,8/13/13 11:15,MO,Inlet 2,Surface,0,140,Filter ,
15,P-0949,8/13/13 11:15,MO,Inlet 3,Surface,0,60,Filter ,
15,P-0950,8/13/13 11:15,MO,outlet,Surface,0,140,Filter ,
16,P-0951,8/13/13 13:40,RS,Deep hole,PML,0-1.5,160,Filter ,
16,P-0952,8/13/13 13:40,RS,Deep hole,Hypo,3,140,Filter ,
3,P-0953,8/14/13 8:00,WL,Deep hole,PML,0-2,140,Filter ,
3,P-0954,8/14/13 8:00,WL,Deep hole,Hypo,8,140,Filter ,
3,P-0955,8/14/13 9:35,EL,Deep hole,PML,0-2,140,Filter ,
3,P-0956,8/14/13 9:35,EL,Deep hole,Hypo,8,140,Filter ,
3,P-0957,8/14/13 9:35,EL,Inlet 1,Surface,0,200,Filter ,
3,P-0958,8/14/13 9:35,EL,outlet,Surface,0,140,Filter ,
16,P-0959,8/14/13 14:10,DW,Deep Hole,PML,0-2,200,Filter ,
16,P-0960,8/14/13 14:10,DW,Deep Hole,Hypo,4,200,Filter ,
16,P-0961,8/14/13 15:40,BR,Deep Hole,PML,0-1.5,140,Filter ,
16,P-0962,8/14/13 15:40,BR,Deep Hole,Hypo,3,140,Filter ,
16,P-0963,8/14/13 12:00,CB,Deep Hole,PML,0-0.5,200,Filter ,big filter for P; smaller for C N
16,P-0964,8/14/13 15:05,TU,Deep Hole,PML,0-0.5,140,Filter ,big filter for P; smaller for C N
16,P-0965,7/30/13 13:30,TU,Deep Hole,PML,0-0.5,-,Particulate,
16,P-0966,7/30/13 13:30,TU,Deep Hole,Hypo,4.5,-,Particulate,
16,P-0967,8/1/13 11:00,RS,Deep Hole,PML,0-0.5,-,Particulate,
16,P-0968,8/1/13 11:00,RS,Deep Hole,Hypo,3.5,-,Particulate,
,P-0969,,,,,,,,
,P-0970,,,,,,,,
,P-0971,,,,,,,,
,P-0972,,,,,,,,
,P-0973,,,,,,,,
,P-0974,,,,,,,,
,P-0975,,,,,,,,
,P-0976,,,,,,,,
,P-0977,,,,,,,,
,P-0978,,,,,,,,
,P-0979,,,,,,,,
,P-0980,,,,,,,,
,P-0981,,,,,,,,
,P-0982,,,,,,,,
,P-0983,,,,,,,,
,P-0984,,,,,,,,
,P-0985,,,,,,,,
,P-0986,,,,,,,,
,P-0987,,,,,,,,
,P-0988,,,,,,,,
,P-0989,,,,,,,,
,P-0990,,,,,,,,
,P-0991,,,,,,,,
,P-0992,,,,,,,,
,P-0993,,,,,,,,
,P-0994,,,,,,,,
,P-0995,,,,,,,,
,P-0996,,,,,,,,
,P-0997,,,,,,,,
,P-0998,,,,,,,,
,P-0999,,,,,,,,
,P-1000,,,,,,,,
,P-1001,,,,,,,,
,P-1002,,,,,,,,
,P-1003,,,,,,,,
,P-1004,,,,,,,,
,P-1005,,,,,,,,
,P-1006,,,,,,,,
,P-1007,,,,,,,,
,P-1008,,,,,,,,
,P-1009,,,,,,,,
,P-1010,,,,,,,,
,P-1011,,,,,,,,
,P-1012,,,,,,,,
,P-1013,,,,,,,,
,P-1014,,,,,,,,
,P-1015,,,,,,,,
,P-1016,,,,,,,,
,P-1017,,,,,,,,
,P-1018,,,,,,,,
,P-1019,,,,,,,,
,P-1020,,,,,,,,
,P-1021,,,,,,,,
,P-1022,,,,,,,,
,P-1023,,,,,,,,
,P-1024,,,,,,,,
,P-1025,,,,,,,,
,P-1026,,,,,,,,
,P-1027,,,,,,,,
,P-1028,,,,,,,,
,P-1029,,,,,,,,
,P-1030,,,,,,,,
,P-1031,,,,,,,,
,P-1032,,,,,,,,
,P-1033,,,,,,,,
,P-1034,,,,,,,,
,P-1035,,,,,,,,
,P-1036,,,,,,,,
,P-1037,,,,,,,,
,P-1038,,,,,,,,
,P-1039,,,,,,,,
,P-1040,,,,,,,,
,P-1041,,,,,,,,
,P-1042,,,,,,,,
,P-1043,,,,,,,,
,P-1044,,,,,,,,
,P-1045,,,,,,,,
,P-1046,,,,,,,,
,P-1047,,,,,,,,
,P-1048,,,,,,,,
,P-1049,,,,,,,,
,P-1050,,,,,,,,
,P-1051,,,,,,,,
,P-1052,,,,,,,,
,P-1053,,,,,,,,
,P-1054,,,,,,,,
,P-1055,,,,,,,,
,P-1056,,,,,,,,
,P-1057,,,,,,,,
,P-1058,,,,,,,,
,P-1059,,,,,,,,
,P-1060,,,,,,,,
,P-1061,,,,,,,,
,P-1062,,,,,,,,
,P-1063,,,,,,,,
,P-1064,,,,,,,,
,P-1065,,,,,,,,
,P-1066,,,,,,,,
,P-1067,,,,,,,,
,P-1068,,,,,,,,
,P-1069,,,,,,,,
,P-1070,,,,,,,,
,P-1071,,,,,,,,
,P-1072,,,,,,,,
,P-1073,,,,,,,,
,P-1074,,,,,,,,
,P-1075,,,,,,,,
,P-1076,,,,,,,,
,P-1077,,,,,,,,
,P-1078,,,,,,,,
,P-1079,,,,,,,,
,P-1080,,,,,,,,
,P-1081,,,,,,,,
,P-1082,,,,,,,,
,P-1083,,,,,,,,
,P-1084,,,,,,,,
,P-1085,,,,,,,,
,P-1086,,,,,,,,
,P-1087,,,,,,,,
,P-1088,,,,,,,,
,P-1089,,,,,,,,
,P-1090,,,,,,,,
,P-1091,,,,,,,,
,P-1092,,,,,,,,
,P-1093,,,,,,,,
,P-1094,,,,,,,,
,P-1095,,,,,,,,
,P-1096,,,,,,,,
,P-1097,,,,,,,,
,P-1098,,,,,,,,
,P-1099,,,,,,,,
,P-1100,,,,,,,,
,P-1101,,,,,,,,
,P-1102,,,,,,,,
,P-1103,,,,,,,,
,P-1104,,,,,,,,
,P-1105,,,,,,,,
,P-1106,,,,,,,,
,P-1107,,,,,,,,
,P-1108,,,,,,,,
,P-1109,,,,,,,,
,P-1110,,,,,,,,
,P-1111,,,,,,,,
,P-1112,,,,,,,,
,P-1113,,,,,,,,
,P-1114,,,,,,,,
,P-1115,,,,,,,,
,P-1116,,,,,,,,
,P-1117,,,,,,,,
,P-1118,,,,,,,,
,P-1119,,,,,,,,
,P-1120,,,,,,,,
,P-1121,,,,,,,,
,P-1122,,,,,,,,
,P-1123,,,,,,,,
,P-1124,,,,,,,,
,P-1125,,,,,,,,
,P-1126,,,,,,,,
,P-1127,,,,,,,,
,P-1128,,,,,,,,
,P-1129,,,,,,,,
,P-1130,,,,,,,,
,P-1131,,,,,,,,
,P-1132,,,,,,,,
,P-1133,,,,,,,,
,P-1134,,,,,,,,
,P-1135,,,,,,,,
,P-1136,,,,,,,,
,P-1137,,,,,,,,
,P-1138,,,,,,,,
,P-1139,,,,,,,,
,P-1140,,,,,,,,
,P-1141,,,,,,,,
,P-1142,,,,,,,,
,P-1143,,,,,,,,
,P-1144,,,,,,,,
,P-1145,,,,,,,,
,P-1146,,,,,,,,
,P-1147,,,,,,,,
,P-1148,,,,,,,,
,P-1149,,,,,,,,
,P-1150,,,,,,,,
,P-1151,,,,,,,,
,P-1152,,,,,,,,
,P-1153,,,,,,,,
,P-1154,,,,,,,,
,P-1155,,,,,,,,
,P-1156,,,,,,,,
,P-1157,,,,,,,,
,P-1158,,,,,,,,
,P-1159,,,,,,,,
,P-1160,,,,,,,,
,P-1161,,,,,,,,
,P-1162,,,,,,,,
,P-1163,,,,,,,,
,P-1164,,,,,,,,
,P-1165,,,,,,,,
,P-1166,,,,,,,,
,P-1167,,,,,,,,
,P-1168,,,,,,,,
,P-1169,,,,,,,,
,P-1170,,,,,,,,
,P-1171,,,,,,,,
,P-1172,,,,,,,,
,P-1173,,,,,,,,
,P-1174,,,,,,,,
,P-1175,,,,,,,,
,P-1176,,,,,,,,
,P-1177,,,,,,,,
,P-1178,,,,,,,,
,P-1179,,,,,,,,
,P-1180,,,,,,,,
,P-1181,,,,,,,,
,P-1182,,,,,,,,
,P-1183,,,,,,,,
,P-1184,,,,,,,,
,P-1185,,,,,,,,
,P-1186,,,,,,,,
,P-1187,,,,,,,,
,P-1188,,,,,,,,
,P-1189,,,,,,,,
,P-1190,,,,,,,,
,P-1191,,,,,,,,
,P-1192,,,,,,,,
,P-1193,,,,,,,,
,P-1194,,,,,,,,
,P-1195,,,,,,,,
,P-1196,,,,,,,,
,P-1197,,,,,,,,
,P-1198,,,,,,,,
,P-1199,,,,,,,,
,P-1200,,,,,,,,
,P-1201,,,,,,,,
,P-1202,,,,,,,,
,P-1203,,,,,,,,
,P-1204,,,,,,,,
,P-1205,,,,,,,,
,P-1206,,,,,,,,
,P-1207,,,,,,,,
,P-1208,,,,,,,,
,P-1209,,,,,,,,
,P-1210,,,,,,,,
,P-1211,,,,,,,,
,P-1212,,,,,,,,
,P-1213,,,,,,,,
,P-1214,,,,,,,,
,P-1215,,,,,,,,
,P-1216,,,,,,,,
,P-1217,,,,,,,,
,P-1218,,,,,,,,
,P-1219,,,,,,,,
,P-1220,,,,,,,,
,P-1221,,,,,,,,
,P-1222,,,,,,,,
,P-1223,,,,,,,,
,P-1224,,,,,,,,
,P-1225,,,,,,,,
,P-1226,,,,,,,,
,P-1227,,,,,,,,
,P-1228,,,,,,,,
,P-1229,,,,,,,,
,P-1230,,,,,,,,
,P-1231,,,,,,,,
,P-1232,,,,,,,,
,P-1233,,,,,,,,
,P-1234,,,,,,,,
,P-1235,,,,,,,,
,P-1236,,,,,,,,
,P-1237,,,,,,,,
,P-1238,,,,,,,,
,P-1239,,,,,,,,
,P-1240,,,,,,,,
,P-1241,,,,,,,,
,P-1242,,,,,,,,
