Lake,Date,Taxa,Length,Width
WL,7/25/12,Chaoborus,11.047,1.319
WL,7/25/12,Chaoborus,12.531,1.02
WL,7/25/12,Chaoborus,11.83,0.939
WL,7/25/12,Chaoborus,11.189,1.292
WL,7/25/12,Chaoborus,11.353,1.121
WL,7/25/12,Chaoborus,11.806,1.25
WL,7/25/12,Chaoborus,7.07,0.878
WL,7/25/12,Chaoborus,10.142,1.348
WL,7/25/12,Chaoborus,7.512,0.849
WL,7/25/12,Chaoborus,7.697,0.64
WL,7/25/12,Chaoborus,11.287,1.425
WL,7/25/12,Chaoborus,10.371,1.57
WL,7/25/12,Chaoborus,10.995,1.232
WL,7/25/12,Chaoborus,10.569,0.904
WL,7/25/12,Chaoborus,11.177,0.945
WL,7/25/12,Chaoborus,11.117,1.369
WL,7/25/12,Chaoborus,11.123,1.153
WL,7/25/12,Chaoborus,11.63,1.115
WL,7/25/12,Chaoborus,10.591,1.448
WL,7/25/12,Chaoborus,12.177,1.291
WL,7/25/12,Chaoborus,11.729,1.543
WL,7/25/12,Chaoborus,7.51,0.732
WL,7/25/12,Chaoborus,11.95,1.479
WL,7/25/12,Chaoborus,11.859,1.819
WL,7/25/12,Chaoborus,12.05,1.299
WL,7/25/12,Copepod,1.363,
WL,7/25/12,Copepod,1.29,
WL,7/25/12,Copepod,0.665,
WL,7/25/12,Copepod,0.73,
WL,7/25/12,Copepod,1.249,
WL,7/25/12,Copepod,1.196,
WL,7/25/12,Copepod,1.113
WL,7/25/12,Copepod,1.167
WL,7/25/12,Copepod,0.454
WL,7/25/12,Copepod,1.166
WL,7/25/12,Copepod,1.639
WL,7/25/12,Copepod,1.41
WL,7/25/12,Copepod,1.452
WL,7/25/12,Copepod,1.47
WL,7/25/12,Copepod,0.941
WL,7/25/12,Copepod,0.804
WL,7/25/12,Copepod,0.502
WL,7/25/12,Copepod,1.422
WL,7/25/12,Copepod,1.415
WL,7/25/12,Copepod,0.863
WL,7/25/12,Copepod,0.385
WL,7/25/12,Copepod,0.773
WL,7/25/12,Copepod,1.162
WL,7/25/12,Copepod,1.18
WL,7/25/12,Copepod,0.666
WL,7/25/12,Daphnia,0.781
WL,7/25/12,Daphnia,0.714
WL,7/25/12,Daphnia,0.919
WL,7/25/12,Daphnia,0.91
WL,7/25/12,Daphnia,0.694
WL,7/25/12,Daphnia,1.376
WL,7/25/12,Daphnia,0.863
WL,7/25/12,Daphnia,1.31
WL,7/25/12,Daphnia,0.738
WL,7/25/12,Daphnia,0.788
WL,7/25/12,Daphnia,0.676
WL,7/25/12,Daphnia,0.812
WL,7/25/12,Daphnia,0.895
WL,7/25/12,Daphnia,0.8
WL,7/25/12,Daphnia,0.707
WL,7/25/12,Daphnia,1.648
WL,7/25/12,Daphnia,0.876
WL,7/25/12,Daphnia,0.899
WL,7/25/12,Daphnia,0.114
WL,7/25/12,Daphnia,0.112
WL,7/25/12,Daphnia,0.143
WL,7/25/12,Daphnia,0.148
WL,7/25/12,Daphnia,1.698
WL,7/25/12,Daphnia,0.97
WL,7/25/12,Daphnia,1.093
WL,7/25/12,Holopedium,0.384
WL,7/25/12,Holopedium,0.298
WL,7/25/12,Holopedium,0.3
WL,7/25/12,Holopedium,0.188
WL,7/25/12,Holopedium,0.307
WL,7/25/12,Holopedium,0.24
WL,7/25/12,Holopedium,0.439
WL,7/25/12,Holopedium,0.231
WL,7/25/12,Holopedium,0.223
WL,7/25/12,Holopedium,0.326
WL,7/25/12,Holopedium,0.308
WL,7/25/12,Holopedium,0.294
WL,7/25/12,Holopedium,0.284
WL,7/25/12,Holopedium,0.273
WL,7/25/12,Holopedium,0.094
WL,7/25/12,Holopedium,0.226
WL,7/25/12,Holopedium,0.186
WL,7/25/12,Holopedium,0.172
WL,7/25/12,Holopedium,0.255
WL,7/25/12,Holopedium,0.181
WL,7/25/12,Holopedium,0.19,
WL,7/25/12,Holopedium,0.222,
EL,7/25/12,Chaoborus,11.922,0.816
EL,7/25/12,Chaoborus,6.519,0.378
EL,7/25/12,Chaoborus,9.134,0.621
EL,7/25/12,Chaoborus,9.688,0.829
EL,7/25/12,Chaoborus,7.3,0.634
EL,7/25/12,Chaoborus,6.618,0.598
EL,7/25/12,Chaoborus,10.248,0.66
EL,7/25/12,Chaoborus,6.805,0.386
EL,7/25/12,Chaoborus,7.753,0.715
EL,7/25/12,Chaoborus,4.234,0.31
EL,7/25/12,Chaoborus,9.525,0.561
EL,7/25/12,Chaoborus,10.338,0.673
EL,7/25/12,Chaoborus,9.65,0.704
EL,7/25/12,Chaoborus,8.546,0.621
EL,7/25/12,Chaoborus,10.068,0.619
EL,7/25/12,Chaoborus,8.337,0.697
EL,7/25/12,Chaoborus,0.436,0.032
EL,7/25/12,Chaoborus,0.441,0.03
EL,7/25/12,Chaoborus,0.471,0.052
EL,7/25/12,Chaoborus,12.501,0.895
EL,7/25/12,Chaoborus,12.473,0.728
EL,7/25/12,Chaoborus,11.613,0.796
EL,7/25/12,Chaoborus,8.754,0.436
EL,7/25/12,Chaoborus,10.571,0.899
EL,7/25/12,Chaoborus,12.787,0.691
EL,7/25/12,Copepod,0.993,
EL,7/25/12,Copepod,0.789,
EL,7/25/12,Copepod,0.646,
EL,7/25/12,Copepod,0.543,
EL,7/25/12,Copepod,0.455,
EL,7/25/12,Copepod,0.767
EL,7/25/12,Copepod,0.706
EL,7/25/12,Copepod,0.898
EL,7/25/12,Copepod,0.634
EL,7/25/12,Copepod,0.325
EL,7/25/12,Copepod,0.489
EL,7/25/12,Copepod,0.763
EL,7/25/12,Copepod,1.306
EL,7/25/12,Copepod,0.33
EL,7/25/12,Copepod,0.549
EL,7/25/12,Copepod,0.9
EL,7/25/12,Copepod,1.222
EL,7/25/12,Copepod,0.507
EL,7/25/12,Copepod,0.96
EL,7/25/12,Copepod,1.299
EL,7/25/12,Copepod,0.329
EL,7/25/12,Copepod,1.092
EL,7/25/12,Copepod,0.332
EL,7/25/12,Copepod,0.304
EL,7/25/12,Copepod,0.778
EL,7/25/12,Daphnia,0.913
EL,7/25/12,Daphnia,0.788
EL,7/25/12,Daphnia,0.726
EL,7/25/12,Daphnia,0.584
EL,7/25/12,Daphnia,1.014
EL,7/25/12,Daphnia,0.789
EL,7/25/12,Daphnia,1.132
EL,7/25/12,Daphnia,1.544
EL,7/25/12,Daphnia,0.942
EL,7/25/12,Daphnia,0.961
EL,7/25/12,Daphnia,0.586
EL,7/25/12,Daphnia,0.805
EL,7/25/12,Daphnia,1.213,
EL,7/25/12,Daphnia,0.53,
EL,7/25/12,Daphnia,1.081,
EL,7/25/12,Daphnia,0.97,
EL,7/25/12,Daphnia,0.888,
EL,7/25/12,Daphnia,0.642,
EL,7/25/12,Daphnia,1,
EL,7/25/12,Daphnia,0.572,
EL,7/25/12,Daphnia,0.909,
EL,7/25/12,Daphnia,0.569,
EL,7/25/12,Daphnia,0.797,
EL,7/25/12,Daphnia,1.259,
EL,7/25/12,Daphnia,0.996,
EL,7/25/12,Holopedium,0.3,
EL,7/25/12,Holopedium,0.176,
EL,8/1/12,Chaoborus,5.971,1.54
EL,8/1/12,Chaoborus,5.87,1.635
EL,8/1/12,Chaoborus,4.774,1.474
EL,8/1/12,Chaoborus,12.029,0.705
EL,8/1/12,Chaoborus,12.194,0.727
EL,8/1/12,Chaoborus,11.604,0.616
EL,8/1/12,Chaoborus,12.373,0.69
EL,8/1/12,Chaoborus,11.636,0.707
EL,8/1/12,Chaoborus,12.177,0.732
EL,8/1/12,Chaoborus,11.991,0.712
EL,8/1/12,Chaoborus,11.574,0.583
EL,8/1/12,Chaoborus,12.081,0.69
EL,8/1/12,Chaoborus,10.881,0.66
EL,8/1/12,Chaoborus,8.975,0.529
EL,8/1/12,Chaoborus,11.478,0.731
EL,8/1/12,Chaoborus,12.149,0.664
EL,8/1/12,Chaoborus,12.404,0.583
EL,8/1/12,Chaoborus,10.909,0.573
EL,8/1/12,Chaoborus,9.466,0.316
EL,8/1/12,Chaoborus,8.375,0.622
EL,8/1/12,Chaoborus,7.828,0.563
EL,8/1/12,Chaoborus,6.827,0.53
EL,8/1/12,Chaoborus,12.724,0.786
EL,8/1/12,Chaoborus,10.519,0.632
EL,8/1/12,Chaoborus,9.765,0.917
EL,8/1/12,Copepod,0.298,
EL,8/1/12,Copepod,0.123,
EL,8/1/12,Copepod,0.296,
EL,8/1/12,Copepod,0.159,
EL,8/1/12,Copepod,0.362,
EL,8/1/12,Copepod,0.199,
EL,8/1/12,Copepod,0.555,
EL,8/1/12,Copepod,0.43,
EL,8/1/12,Copepod,0.194
EL,8/1/12,Copepod,0.351
EL,8/1/12,Copepod,0.237
EL,8/1/12,Copepod,0.711
EL,8/1/12,Copepod,0.177
EL,8/1/12,Copepod,0.268
EL,8/1/12,Copepod,0.275
